Distance to run: 100, step: 1
6668:(x,y) = (0.460288 , -23.8722)
6669:(x,y) = (1.43058 , -23.6303)
6670:(x,y) = (0.653438 , -23.001)
6671:(x,y) = (-0.32471 , -22.793)
6672:(x,y) = (-1.32334 , -22.7407)
6673:(x,y) = (-0.457314 , -23.2407)
6674:(x,y) = (-1.43894 , -23.0499)
6675:(x,y) = (-0.837126 , -22.2513)
6676:(x,y) = (-0.767369 , -21.2537)
6677:(x,y) = (-1.22136 , -22.1447)
6678:(x,y) = (-0.895792 , -23.0902)
6679:(x,y) = (0.0552648 , -22.7812)
6680:(x,y) = (-0.459773 , -23.6384)
6681:(x,y) = (0.378897 , -23.0937)
6682:(x,y) = (-0.541608 , -22.703)
6683:(x,y) = (0.306441 , -23.2329)
6684:(x,y) = (1.28807 , -23.0421)
6685:(x,y) = (2.28563 , -22.9724)
6686:(x,y) = (3.27044 , -22.7987)
6687:(x,y) = (2.51573 , -22.1427)
6688:(x,y) = (2.96972 , -21.2516)
6689:(x,y) = (1.97216 , -21.1819)
6690:(x,y) = (2.5168 , -22.0206)
6691:(x,y) = (1.52911 , -22.177)
6692:(x,y) = (0.622799 , -21.7544)
6693:(x,y) = (0.200181 , -22.6607)
6694:(x,y) = (0.622799 , -21.7544)
6695:(x,y) = (0.864721 , -20.7841)
6696:(x,y) = (1.76352 , -20.3457)
6697:(x,y) = (1.12073 , -21.1118)
6698:(x,y) = (0.561535 , -21.9408)
6699:(x,y) = (0.319613 , -22.9111)
6700:(x,y) = (-0.118758 , -22.0123)
6701:(x,y) = (0.837546 , -21.7199)
6702:(x,y) = (1.27592 , -22.6187)
6703:(x,y) = (1.66665 , -23.5392)
6704:(x,y) = (0.889503 , -24.1685)
6705:(x,y) = (0.613865 , -23.2073)
6706:(x,y) = (-0.163281 , -23.8366)
6707:(x,y) = (0.424505 , -24.6456)
6708:(x,y) = (1.40613 , -24.8364)
6709:(x,y) = (0.558084 , -24.3065)
6710:(x,y) = (-0.403178 , -24.5821)
6711:(x,y) = (-0.593987 , -23.6005)
6712:(x,y) = (0.00782813 , -22.8019)
6713:(x,y) = (-0.68683 , -23.5212)
6714:(x,y) = (-0.328462 , -22.5876)
6715:(x,y) = (0.109909 , -21.6888)
6716:(x,y) = (-0.532879 , -22.4549)
6717:(x,y) = (0.136252 , -23.198)
6718:(x,y) = (0.395071 , -22.2321)
6719:(x,y) = (-0.570855 , -21.9733)
6720:(x,y) = (-1.18652 , -21.1853)
6721:(x,y) = (-1.51208 , -22.1308)
6722:(x,y) = (-2.19408 , -22.8622)
6723:(x,y) = (-3.10039 , -22.4395)
6724:(x,y) = (-3.81973 , -21.7449)
6725:(x,y) = (-4.78099 , -21.4692)
6726:(x,y) = (-5.00594 , -20.4949)
6727:(x,y) = (-5.957 , -20.1859)
6728:(x,y) = (-5.12796 , -19.6267)
6729:(x,y) = (-4.19438 , -19.985)
6730:(x,y) = (-3.83601 , -20.9186)
6731:(x,y) = (-2.91551 , -20.5279)
6732:(x,y) = (-3.57157 , -21.2826)
6733:(x,y) = (-3.728 , -20.2949)
6734:(x,y) = (-3.00866 , -20.9896)
6735:(x,y) = (-2.24262 , -21.6323)
6736:(x,y) = (-2.01767 , -20.658)
6737:(x,y) = (-1.33567 , -19.9266)
6738:(x,y) = (-1.40543 , -20.9242)
6739:(x,y) = (-1.01469 , -20.0037)
6740:(x,y) = (-1.98062 , -20.2625)
6741:(x,y) = (-1.07431 , -20.6851)
6742:(x,y) = (-0.308268 , -20.0423)
6743:(x,y) = (-0.808268 , -19.1763)
6744:(x,y) = (-1.74185 , -19.5347)
6745:(x,y) = (-0.79633 , -19.8602)
6746:(x,y) = (-1.79389 , -19.93)
6747:(x,y) = (-1.24925 , -20.7687)
6748:(x,y) = (-0.858523 , -21.6892)
6749:(x,y) = (-1.52765 , -20.946)
6750:(x,y) = (-0.582136 , -21.2716)
6751:(x,y) = (-0.191404 , -22.1921)
6752:(x,y) = (0.7291 , -21.8014)
6753:(x,y) = (-0.153847 , -22.2708)
6754:(x,y) = (-0.118948 , -21.2714)
6755:(x,y) = (0.73822 , -20.7564)
6756:(x,y) = (0.299849 , -21.6552)
6757:(x,y) = (0.753839 , -20.7642)
6758:(x,y) = (1.16058 , -19.8507)
6759:(x,y) = (0.285956 , -19.3658)
6760:(x,y) = (1.01731 , -18.6838)
6761:(x,y) = (2.01594 , -18.7362)
6762:(x,y) = (1.02142 , -18.6317)
6763:(x,y) = (0.2124 , -18.0439)
6764:(x,y) = (1.06045 , -18.5738)
6765:(x,y) = (0.417661 , -17.8077)
6766:(x,y) = (0.175739 , -16.8374)
6767:(x,y) = (0.870397 , -16.1181)
6768:(x,y) = (-0.128994 , -16.0832)
6769:(x,y) = (-0.582984 , -16.9742)
6770:(x,y) = (0.382942 , -17.233)
6771:(x,y) = (-0.0396765 , -18.1393)
6772:(x,y) = (-0.0396765 , -17.1393)
6773:(x,y) = (0.866631 , -16.7167)
6774:(x,y) = (1.86115 , -16.6122)
6775:(x,y) = (0.904848 , -16.3198)
6776:(x,y) = (1.89937 , -16.2153)
6777:(x,y) = (2.36884 , -15.3323)
6778:(x,y) = (2.0932 , -14.3711)
6779:(x,y) = (2.5932 , -15.2371)
6780:(x,y) = (1.62291 , -15.479)
6781:(x,y) = (2.37762 , -16.1351)
6782:(x,y) = (1.7758 , -16.9337)
6783:(x,y) = (1.79326 , -15.9339)
6784:(x,y) = (0.818886 , -15.7089)
6785:(x,y) = (-0.15141 , -15.9508)
6786:(x,y) = (-0.666448 , -15.0937)
6787:(x,y) = (-0.424526 , -16.064)
6788:(x,y) = (-0.649477 , -17.0383)
6789:(x,y) = (-1.64202 , -17.1602)
6790:(x,y) = (-1.3832 , -16.1943)
6791:(x,y) = (-2.37347 , -16.0551)
6792:(x,y) = (-1.81428 , -15.2261)
6793:(x,y) = (-2.17265 , -16.1597)
6794:(x,y) = (-3.16292 , -16.2988)
6795:(x,y) = (-2.24937 , -15.8921)
6796:(x,y) = (-2.57494 , -16.8376)
6797:(x,y) = (-2.18421 , -17.7581)
6798:(x,y) = (-1.84219 , -16.8184)
6799:(x,y) = (-1.48382 , -15.8848)
6800:(x,y) = (-0.814688 , -15.1417)
6801:(x,y) = (-0.241112 , -14.3225)
6802:(x,y) = (-1.23366 , -14.4444)
6803:(x,y) = (-1.9768 , -13.7753)
6804:(x,y) = (-1.80315 , -12.7905)
6805:(x,y) = (-1.38054 , -11.8842)
6806:(x,y) = (-0.865498 , -12.7413)
6807:(x,y) = (-0.110789 , -13.3974)
6808:(x,y) = (0.889059 , -13.4149)
6809:(x,y) = (1.04549 , -14.4025)
6810:(x,y) = (0.854684 , -15.3842)
6811:(x,y) = (1.26142 , -14.4706)
6812:(x,y) = (0.746383 , -15.3278)
6813:(x,y) = (1.74395 , -15.258)
6814:(x,y) = (0.837639 , -14.8354)
6815:(x,y) = (0.976812 , -15.8257)
6816:(x,y) = (0.0257557 , -16.1347)
6817:(x,y) = (0.130284 , -17.1292)
6818:(x,y) = (-0.7969 , -17.5038)
6819:(x,y) = (0.0511484 , -18.0337)
6820:(x,y) = (-0.173803 , -17.0594)
6821:(x,y) = (-0.0519333 , -18.0519)
6822:(x,y) = (-0.817978 , -17.4091)
6823:(x,y) = (-1.75156 , -17.0508)
6824:(x,y) = (-2.72185 , -16.8088)
6825:(x,y) = (-1.86469 , -17.3239)
6826:(x,y) = (-1.30549 , -16.4948)
6827:(x,y) = (-0.775574 , -15.6468)
6828:(x,y) = (-1.47023 , -14.9275)
6829:(x,y) = (-2.05802 , -14.1184)
6830:(x,y) = (-1.05817 , -14.1359)
6831:(x,y) = (-2.05756 , -14.1708)
6832:(x,y) = (-3.05695 , -14.2057)
6833:(x,y) = (-2.52703 , -13.3576)
6834:(x,y) = (-3.50518 , -13.5656)
6835:(x,y) = (-4.19984 , -12.8462)
6836:(x,y) = (-4.74448 , -12.0075)
6837:(x,y) = (-5.42648 , -11.2762)
6838:(x,y) = (-5.47881 , -10.2776)
6839:(x,y) = (-6.02345 , -9.43889)
6840:(x,y) = (-5.78153 , -10.4092)
6841:(x,y) = (-6.50087 , -11.1038)
6842:(x,y) = (-7.48856 , -11.2603)
6843:(x,y) = (-8.44486 , -10.9679)
6844:(x,y) = (-8.63567 , -9.98628)
6845:(x,y) = (-9.44469 , -10.5741)
6846:(x,y) = (-9.30551 , -9.5838)
6847:(x,y) = (-8.82071 , -10.4584)
6848:(x,y) = (-9.5027 , -9.72706)
6849:(x,y) = (-10.4162 , -9.32033)
6850:(x,y) = (-11.171 , -8.66427)
6851:(x,y) = (-11.48 , -7.71321)
6852:(x,y) = (-11.2043 , -6.75195)
6853:(x,y) = (-11.0307 , -7.73676)
6854:(x,y) = (-11.7967 , -7.09397)
6855:(x,y) = (-12.1713 , -6.16679)
6856:(x,y) = (-12.6864 , -5.30962)
6857:(x,y) = (-13.6476 , -5.58526)
6858:(x,y) = (-12.9045 , -4.91613)
6859:(x,y) = (-13.5063 , -4.11749)
6860:(x,y) = (-12.7183 , -4.73315)
6861:(x,y) = (-12.6485 , -5.73072)
6862:(x,y) = (-12.0192 , -6.50786)
6863:(x,y) = (-11.058 , -6.23222)
6864:(x,y) = (-10.175 , -6.7017)
6865:(x,y) = (-9.20064 , -6.47675)
6866:(x,y) = (-8.28014 , -6.08601)
6867:(x,y) = (-7.43209 , -6.61593)
6868:(x,y) = (-8.26113 , -6.05674)
6869:(x,y) = (-7.28298 , -6.26465)
6870:(x,y) = (-6.48435 , -6.86647)
6871:(x,y) = (-6.14233 , -5.92677)
6872:(x,y) = (-6.05517 , -4.93058)
6873:(x,y) = (-5.14162 , -4.52384)
6874:(x,y) = (-5.41726 , -3.56258)
6875:(x,y) = (-6.41178 , -3.66711)
6876:(x,y) = (-6.91178 , -4.53314)
6877:(x,y) = (-6.41178 , -3.66711)
6878:(x,y) = (-5.41315 , -3.71945)
6879:(x,y) = (-4.43878 , -3.4945)
6880:(x,y) = (-5.2478 , -4.08228)
6881:(x,y) = (-5.97915 , -3.40028)
6882:(x,y) = (-4.98463 , -3.50481)
6883:(x,y) = (-5.93569 , -3.19579)
6884:(x,y) = (-5.61012 , -4.14131)
6885:(x,y) = (-6.30478 , -3.42197)
6886:(x,y) = (-6.21762 , -4.41817)
6887:(x,y) = (-5.57484 , -3.65212)
6888:(x,y) = (-6.50202 , -4.02673)
6889:(x,y) = (-7.48971 , -4.18316)
6890:(x,y) = (-8.48834 , -4.13083)
6891:(x,y) = (-7.67932 , -3.54304)
6892:(x,y) = (-7.90427 , -2.56867)
6893:(x,y) = (-6.90488 , -2.60357)
6894:(x,y) = (-6.30307 , -1.80494)
6895:(x,y) = (-5.6874 , -2.59295)
6896:(x,y) = (-4.70578 , -2.40214)
6897:(x,y) = (-4.09012 , -3.19015)
6898:(x,y) = (-4.93816 , -2.66023)
6899:(x,y) = (-4.06354 , -2.17542)
6900:(x,y) = (-5.04169 , -1.96751)
6901:(x,y) = (-5.40006 , -1.03393)
6902:(x,y) = (-4.52544 , -1.51874)
6903:(x,y) = (-4.81781 , -2.47504)
6904:(x,y) = (-5.52492 , -1.76794)
6905:(x,y) = (-5.29997 , -0.793565)
6906:(x,y) = (-5.10916 , 0.188062)
6907:(x,y) = (-4.14323 , 0.446881)
6908:(x,y) = (-4.87459 , 1.12888)
6909:(x,y) = (-4.24527 , 0.351733)
6910:(x,y) = (-3.37065 , 0.836543)
6911:(x,y) = (-2.37612 , 0.732014)
6912:(x,y) = (-2.30637 , 1.72958)
6913:(x,y) = (-2.56519 , 0.763653)
6914:(x,y) = (-3.47873 , 1.17039)
6915:(x,y) = (-2.51281 , 1.42921)
6916:(x,y) = (-1.63819 , 1.91402)
6917:(x,y) = (-1.09355 , 1.07535)
6918:(x,y) = (-0.639558 , 0.184341)
6919:(x,y) = (-1.26888 , -0.592805)
6920:(x,y) = (-0.272683 , -0.505649)
6921:(x,y) = (-0.67942 , 0.407896)
6922:(x,y) = (-0.731756 , -0.590733)
6923:(x,y) = (0.207937 , -0.932754)
6924:(x,y) = (1.1692 , -1.20839)
6925:(x,y) = (0.191051 , -1.4163)
6926:(x,y) = (-0.748642 , -1.07428)
6927:(x,y) = (-1.43064 , -1.80564)
6928:(x,y) = (-0.452493 , -1.59772)
6929:(x,y) = (0.163169 , -2.38574)
6930:(x,y) = (-0.0787529 , -3.35603)
6931:(x,y) = (-1.0786 , -3.37348)
6932:(x,y) = (-0.563563 , -2.51632)
6933:(x,y) = (-0.719997 , -1.52863)
6934:(x,y) = (-0.44436 , -0.567366)
6935:(x,y) = (-1.41466 , -0.809288)
6936:(x,y) = (-2.41328 , -0.756952)
6937:(x,y) = (-1.51449 , -0.318581)
6938:(x,y) = (-1.37532 , 0.671687)
6939:(x,y) = (-2.36984 , 0.567159)
6940:(x,y) = (-1.46353 , 0.144541)
6941:(x,y) = (-0.507227 , -0.147831)
6942:(x,y) = (0.108434 , 0.64018)
6943:(x,y) = (0.499165 , -0.280325)
6944:(x,y) = (-0.0307538 , -1.12837)
6945:(x,y) = (0.125681 , -0.140685)
6946:(x,y) = (0.741342 , -0.928696)
6947:(x,y) = (0.689006 , -1.92733)
6948:(x,y) = (1.60255 , -1.52059)
6949:(x,y) = (1.17993 , -2.4269)
6950:(x,y) = (2.16474 , -2.25325)
6951:(x,y) = (2.00831 , -3.24094)
6952:(x,y) = (1.37899 , -4.01808)
6953:(x,y) = (1.50086 , -5.01063)
6954:(x,y) = (1.03138 , -5.89358)
6955:(x,y) = (1.08372 , -4.89495)
6956:(x,y) = (2.03478 , -5.20396)
6957:(x,y) = (2.77792 , -4.53483)
6958:(x,y) = (3.47258 , -5.25417)
6959:(x,y) = (4.4671 , -5.3587)
6960:(x,y) = (5.45479 , -5.51514)
6961:(x,y) = (5.59396 , -4.52487)
6962:(x,y) = (6.27596 , -3.79351)
6963:(x,y) = (6.48387 , -4.77166)
6964:(x,y) = (5.48403 , -4.78911)
6965:(x,y) = (6.47855 , -4.89364)
6966:(x,y) = (6.02456 , -4.00264)
6967:(x,y) = (7.02395 , -4.03754)
6968:(x,y) = (7.96364 , -3.69552)
6969:(x,y) = (7.01812 , -4.02108)
6970:(x,y) = (6.02193 , -4.10824)
6971:(x,y) = (5.33993 , -4.83959)
6972:(x,y) = (5.92771 , -4.03058)
6973:(x,y) = (5.60215 , -3.08506)
6974:(x,y) = (4.66245 , -2.74304)
6975:(x,y) = (5.03706 , -3.67022)
6976:(x,y) = (4.05225 , -3.84387)
6977:(x,y) = (4.99194 , -4.18589)
6978:(x,y) = (4.04643 , -4.51146)
6979:(x,y) = (4.09876 , -3.51283)
6980:(x,y) = (3.97689 , -2.52028)
6981:(x,y) = (3.10227 , -3.00509)
6982:(x,y) = (4.08042 , -3.213)
6983:(x,y) = (4.92847 , -3.74292)
6984:(x,y) = (5.92786 , -3.77782)
6985:(x,y) = (5.28507 , -4.54387)
6986:(x,y) = (5.85865 , -3.72471)
6987:(x,y) = (5.0106 , -4.25463)
6988:(x,y) = (4.19145 , -3.68106)
6989:(x,y) = (3.70664 , -4.55568)
6990:(x,y) = (3.89745 , -3.57405)
6991:(x,y) = (4.88772 , -3.43488)
6992:(x,y) = (5.68635 , -4.03669)
6993:(x,y) = (5.09857 , -3.22767)
6994:(x,y) = (5.44059 , -4.16737)
6995:(x,y) = (4.63157 , -3.57958)
6996:(x,y) = (4.13157 , -2.71356)
6997:(x,y) = (4.288 , -3.70125)
6998:(x,y) = (5.25393 , -3.44243)
6999:(x,y) = (6.23208 , -3.23451)
7000:(x,y) = (7.21688 , -3.40816)
7001:(x,y) = (7.5259 , -2.45711)
7002:(x,y) = (7.01086 , -3.31427)
7003:(x,y) = (7.7302 , -2.61961)
7004:(x,y) = (6.73036 , -2.63707)
7005:(x,y) = (6.74781 , -3.63691)
7006:(x,y) = (7.66135 , -4.04365)
7007:(x,y) = (8.6395 , -3.83574)
7008:(x,y) = (8.31393 , -4.78126)
7009:(x,y) = (8.99593 , -4.0499)
7010:(x,y) = (8.8395 , -3.06222)
7011:(x,y) = (9.81764 , -3.27013)
7012:(x,y) = (9.20198 , -2.48212)
7013:(x,y) = (9.25432 , -1.48349)
7014:(x,y) = (8.26405 , -1.62266)
7015:(x,y) = (7.66224 , -0.824025)
7016:(x,y) = (6.67743 , -0.997674)
7017:(x,y) = (6.25481 , -0.0913658)
7018:(x,y) = (5.39764 , -0.606404)
7019:(x,y) = (4.50664 , -1.06039)
7020:(x,y) = (3.83751 , -1.80354)
7021:(x,y) = (4.17953 , -2.74323)
7022:(x,y) = (3.36037 , -3.31681)
7023:(x,y) = (2.37875 , -3.50762)
7024:(x,y) = (2.92339 , -2.66895)
7025:(x,y) = (2.10423 , -2.09537)
7026:(x,y) = (1.22129 , -2.56484)
7027:(x,y) = (1.87734 , -1.81013)
7028:(x,y) = (2.33134 , -2.70114)
7029:(x,y) = (1.59998 , -3.38314)
7030:(x,y) = (2.06945 , -2.50019)
7031:(x,y) = (2.36182 , -3.45649)
7032:(x,y) = (2.78444 , -4.3628)
7033:(x,y) = (1.7919 , -4.24093)
7034:(x,y) = (2.67484 , -4.7104)
7035:(x,y) = (2.23647 , -3.81161)
7036:(x,y) = (2.96783 , -4.49361)
7037:(x,y) = (3.58349 , -5.28162)
7038:(x,y) = (4.58349 , -5.28162)
7039:(x,y) = (4.75714 , -4.29681)
7040:(x,y) = (5.7547 , -4.36657)
7041:(x,y) = (5.59827 , -3.37888)
7042:(x,y) = (6.1133 , -4.23605)
7043:(x,y) = (7.11087 , -4.3058)
7044:(x,y) = (7.62591 , -3.44864)
7045:(x,y) = (6.99659 , -2.67149)
7046:(x,y) = (6.45195 , -1.83282)
7047:(x,y) = (5.93691 , -0.975652)
7048:(x,y) = (5.48292 , -0.0846459)
7049:(x,y) = (4.59191 , -0.538636)
7050:(x,y) = (5.43996 , -1.06856)
7051:(x,y) = (6.40589 , -1.32737)
7052:(x,y) = (5.67453 , -0.645376)
7053:(x,y) = (6.24811 , 0.173776)
7054:(x,y) = (6.90417 , 0.928485)
7055:(x,y) = (7.3109 , 1.84203)
7056:(x,y) = (6.37121 , 1.50001)
7057:(x,y) = (6.14626 , 0.525641)
7058:(x,y) = (7.12441 , 0.317729)
7059:(x,y) = (6.39305 , 0.999727)
7060:(x,y) = (5.89305 , 1.86575)
7061:(x,y) = (6.53584 , 2.6318)
7062:(x,y) = (6.98983 , 1.74079)
7063:(x,y) = (7.2822 , 0.784486)
7064:(x,y) = (7.19505 , 1.78068)
7065:(x,y) = (7.1776 , 0.780833)
7066:(x,y) = (7.90895 , 1.46283)
7067:(x,y) = (8.52461 , 2.25084)
7068:(x,y) = (8.54206 , 3.25069)
7069:(x,y) = (8.64659 , 2.25617)
7070:(x,y) = (7.96459 , 2.98752)
7071:(x,y) = (8.69595 , 2.30552)
7072:(x,y) = (9.66187 , 2.56434)
7073:(x,y) = (9.93751 , 3.5256)
7074:(x,y) = (10.6322 , 2.80626)
7075:(x,y) = (11.22 , 1.99725)
7076:(x,y) = (11.4788 , 2.96317)
7077:(x,y) = (12.1081 , 2.18603)
7078:(x,y) = (12.4988 , 3.10653)
7079:(x,y) = (12.9372 , 4.00533)
7080:(x,y) = (12.0237 , 4.41206)
7081:(x,y) = (11.9713 , 3.41343)
7082:(x,y) = (12.1792 , 2.43529)
7083:(x,y) = (11.2089 , 2.67721)
7084:(x,y) = (11.9969 , 2.06155)
7085:(x,y) = (12.8716 , 1.57674)
7086:(x,y) = (12.2559 , 0.788725)
7087:(x,y) = (13.0751 , 1.3623)
7088:(x,y) = (12.4059 , 0.619157)
7089:(x,y) = (11.6399 , -0.0236307)
7090:(x,y) = (12.3592 , 0.671028)
7091:(x,y) = (11.5932 , 0.02824)
7092:(x,y) = (10.8052 , 0.643902)
7093:(x,y) = (11.7507 , 0.318333)
7094:(x,y) = (10.912 , 0.862972)
7095:(x,y) = (10.57 , 1.80267)
7096:(x,y) = (10.228 , 0.862972)
7097:(x,y) = (9.24316 , 0.689324)
7098:(x,y) = (8.2921 , 0.998341)
7099:(x,y) = (7.44406 , 0.468422)
7100:(x,y) = (7.16842 , 1.42968)
7101:(x,y) = (6.19405 , 1.65463)
7102:(x,y) = (5.21242 , 1.84544)
7103:(x,y) = (6.20694 , 1.74092)
7104:(x,y) = (5.81621 , 2.66142)
7105:(x,y) = (5.27157 , 3.50009)
7106:(x,y) = (4.28131 , 3.63926)
7107:(x,y) = (4.76612 , 4.51388)
7108:(x,y) = (5.33969 , 3.69473)
7109:(x,y) = (4.83969 , 2.82871)
7110:(x,y) = (4.26612 , 3.64786)
7111:(x,y) = (4.07531 , 4.62949)
7112:(x,y) = (5.02082 , 4.95505)
7113:(x,y) = (5.70282 , 5.68641)
7114:(x,y) = (5.65049 , 4.68778)
7115:(x,y) = (6.60154 , 4.37876)
7116:(x,y) = (6.25952 , 3.43907)
7117:(x,y) = (7.23767 , 3.64698)
7118:(x,y) = (6.8793 , 2.7134)
7119:(x,y) = (6.40983 , 3.59635)
7120:(x,y) = (6.16791 , 4.56664)
7121:(x,y) = (6.55864 , 3.64614)
7122:(x,y) = (7.48582 , 3.27153)
7123:(x,y) = (7.00102 , 4.14615)
7124:(x,y) = (7.08817 , 3.14996)
7125:(x,y) = (8.0868 , 3.09762)
7126:(x,y) = (7.43074 , 2.34291)
7127:(x,y) = (8.22938 , 2.94473)
7128:(x,y) = (7.23911 , 2.80555)
7129:(x,y) = (8.09628 , 3.32059)
7130:(x,y) = (7.73791 , 2.38701)
7131:(x,y) = (6.76761 , 2.62893)
7132:(x,y) = (7.09318 , 3.57445)
7133:(x,y) = (7.45155 , 2.64087)
7134:(x,y) = (8.2996 , 3.17079)
7135:(x,y) = (8.85879 , 3.99983)
7136:(x,y) = (9.13443 , 3.03857)
7137:(x,y) = (8.22812 , 2.61595)
7138:(x,y) = (7.77413 , 3.50695)
7139:(x,y) = (7.14481 , 2.72981)
7140:(x,y) = (7.87616 , 2.04781)
7141:(x,y) = (7.45354 , 2.95412)
7142:(x,y) = (6.54724 , 2.5315)
7143:(x,y) = (5.66429 , 2.06203)
7144:(x,y) = (4.71323 , 2.37104)
7145:(x,y) = (5.67449 , 2.09541)
7146:(x,y) = (4.68969 , 1.92176)
7147:(x,y) = (4.9485 , 0.955833)
7148:(x,y) = (4.27937 , 0.212688)
7149:(x,y) = (4.93543 , -0.542022)
7150:(x,y) = (5.66679 , 0.139977)
7151:(x,y) = (6.55779 , -0.314014)
7152:(x,y) = (6.13518 , -1.22032)
7153:(x,y) = (5.85954 , -2.18158)
7154:(x,y) = (5.82464 , -1.18219)
7155:(x,y) = (6.67269 , -0.652273)
7156:(x,y) = (6.34712 , -1.59779)
7157:(x,y) = (7.12426 , -2.22711)
7158:(x,y) = (7.48263 , -1.29353)
7159:(x,y) = (8.13869 , -2.04824)
7160:(x,y) = (7.41935 , -2.7429)
7161:(x,y) = (6.43772 , -2.93371)
7162:(x,y) = (7.42253 , -3.10736)
7163:(x,y) = (6.44816 , -2.88241)
7164:(x,y) = (5.91824 , -2.03436)
7165:(x,y) = (5.64261 , -2.99562)
7166:(x,y) = (4.92327 , -3.69028)
7167:(x,y) = (5.09691 , -4.67509)
7168:(x,y) = (5.97153 , -5.1599)
7169:(x,y) = (6.91705 , -5.48546)
7170:(x,y) = (7.8306 , -5.07873)
7171:(x,y) = (6.8909 , -4.73671)
7172:(x,y) = (6.78638 , -3.74218)
7173:(x,y) = (6.13032 , -4.49689)
7174:(x,y) = (7.11801 , -4.34046)
7175:(x,y) = (6.46195 , -3.58575)
7176:(x,y) = (5.62328 , -4.13039)
7177:(x,y) = (5.94884 , -3.18487)
7178:(x,y) = (6.50804 , -2.35583)
7179:(x,y) = (7.2027 , -3.07517)
7180:(x,y) = (8.1232 , -2.68444)
7181:(x,y) = (8.99782 , -3.16925)
7182:(x,y) = (9.29019 , -4.12556)
7183:(x,y) = (9.25529 , -5.12495)
7184:(x,y) = (9.13342 , -4.1324)
7185:(x,y) = (8.80785 , -5.07792)
7186:(x,y) = (9.30785 , -5.94394)
7187:(x,y) = (10.2895 , -6.13475)
7188:(x,y) = (10.394 , -5.14023)
7189:(x,y) = (9.9092 , -6.01485)
7190:(x,y) = (8.91893 , -5.87568)
7191:(x,y) = (9.53459 , -6.66369)
7192:(x,y) = (9.84361 , -5.71263)
7193:(x,y) = (8.89255 , -5.40362)
7194:(x,y) = (9.8707 , -5.61153)
7195:(x,y) = (10.2774 , -4.69798)
7196:(x,y) = (10.603 , -5.6435)
7197:(x,y) = (9.75496 , -6.17342)
7198:(x,y) = (8.97781 , -6.80274)
7199:(x,y) = (8.80416 , -7.78755)
7200:(x,y) = (9.22678 , -6.88124)
7201:(x,y) = (8.77279 , -7.77225)
7202:(x,y) = (9.2576 , -6.89763)
7203:(x,y) = (8.30655 , -6.58861)
7204:(x,y) = (7.93194 , -5.66143)
7205:(x,y) = (8.27396 , -4.72173)
7206:(x,y) = (7.30803 , -4.46291)
7207:(x,y) = (6.35173 , -4.75529)
7208:(x,y) = (5.57458 , -4.12597)
7209:(x,y) = (5.52225 , -3.12734)
7210:(x,y) = (4.64763 , -2.64253)
7211:(x,y) = (3.68637 , -2.36689)
7212:(x,y) = (4.12474 , -1.4681)
7213:(x,y) = (4.76752 , -2.23414)
7214:(x,y) = (5.32672 , -3.06318)
7215:(x,y) = (6.15575 , -2.50398)
7216:(x,y) = (5.22217 , -2.86235)
7217:(x,y) = (4.7838 , -3.76115)
7218:(x,y) = (5.70431 , -3.37042)
7219:(x,y) = (5.96313 , -4.33634)
7220:(x,y) = (5.37534 , -3.52732)
7221:(x,y) = (5.76607 , -2.60682)
7222:(x,y) = (5.49044 , -1.64556)
7223:(x,y) = (5.83246 , -0.705865)
7224:(x,y) = (5.18967 , -1.47191)
7225:(x,y) = (5.11991 , -0.474345)
7226:(x,y) = (6.1076 , -0.317911)
7227:(x,y) = (6.96477 , 0.197127)
7228:(x,y) = (5.96538 , 0.232027)
7229:(x,y) = (5.29625 , -0.511118)
7230:(x,y) = (5.65461 , -1.4447)
7231:(x,y) = (5.20062 , -2.3357)
7232:(x,y) = (4.84226 , -1.40212)
7233:(x,y) = (5.83252 , -1.5413)
7234:(x,y) = (5.95439 , -2.53384)
7235:(x,y) = (5.86724 , -1.53765)
7236:(x,y) = (6.27397 , -2.45119)
7237:(x,y) = (6.96863 , -3.17053)
7238:(x,y) = (7.34324 , -4.09772)
7239:(x,y) = (7.58516 , -3.12742)
7240:(x,y) = (8.26716 , -2.39607)
7241:(x,y) = (8.9865 , -3.09073)
7242:(x,y) = (8.61189 , -2.16354)
7243:(x,y) = (9.57315 , -2.43918)
7244:(x,y) = (9.5034 , -3.43674)
7245:(x,y) = (10.048 , -2.59807)
7246:(x,y) = (10.9991 , -2.28906)
7247:(x,y) = (11.9388 , -2.63108)
7248:(x,y) = (10.9462 , -2.50921)
7249:(x,y) = (10.9986 , -3.50784)
7250:(x,y) = (10.2672 , -2.82584)
7251:(x,y) = (10.752 , -3.70046)
7252:(x,y) = (11.6917 , -4.04248)
7253:(x,y) = (11.2691 , -3.13617)
7254:(x,y) = (10.7996 , -4.01912)
7255:(x,y) = (10.9388 , -3.02885)
7256:(x,y) = (11.0952 , -2.04116)
7257:(x,y) = (10.7697 , -2.98668)
7258:(x,y) = (10.3789 , -2.06618)
7259:(x,y) = (10.1881 , -3.0478)
7260:(x,y) = (11.1758 , -3.20424)
7261:(x,y) = (11.8829 , -2.49713)
7262:(x,y) = (11.0843 , -1.89532)
7263:(x,y) = (10.8764 , -0.917168)
7264:(x,y) = (10.8589 , -1.91702)
7265:(x,y) = (11.2335 , -2.8442)
7266:(x,y) = (10.2772 , -3.13657)
7267:(x,y) = (9.36369 , -3.54331)
